,API,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,freq,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,phase,result,roving_type
60,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",15667.829844276894,5222.609948092298,RP,[0.001 0.001],0.1,0.01,10445.219896184595,500000.0,37.93582763958207,Heinz2001,Heinz2001,40.0,40.0,20.0,[134.56478212],21.400957501259164,phase
61,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",15667.829844276894,5222.609948092298,RP,[0.001 0.001],0.1,0.01,10445.219896184595,500000.0,47.93582763958207,Heinz2001,Heinz2001,40.0,40.0,30.0,[238.32633618],20.518710842145236,phase
62,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",15667.829844276894,5222.609948092298,RP,[0.001 0.001],0.1,0.01,10445.219896184595,500000.0,57.93582763958207,Heinz2001,Heinz2001,40.0,40.0,40.0,[236.59066295],22.19054721506705,phase
63,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",17315.79058329371,5771.930194431237,RP,[0.001 0.001],0.1,0.01,11543.860388862475,500000.0,37.9358269497419,Heinz2001,Heinz2001,40.0,40.0,20.0,[174.41383341],23.62698540564472,phase
64,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",17315.79058329371,5771.930194431237,RP,[0.001 0.001],0.1,0.01,11543.860388862475,500000.0,47.9358269497419,Heinz2001,Heinz2001,40.0,40.0,30.0,[246.43378312],22.651707222009552,phase
65,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",17315.79058329371,5771.930194431237,RP,[0.001 0.001],0.1,0.01,11543.860388862475,500000.0,57.9358269497419,Heinz2001,Heinz2001,40.0,40.0,40.0,[11.94041057],24.506019895478545,phase
66,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",19137.085767752775,6379.0285892509255,RP,[0.001 0.001],0.1,0.01,12758.057178501851,500000.0,37.9359610391039,Heinz2001,Heinz2001,40.0,40.0,20.0,[259.43206396],26.090225169606757,phase
67,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",19137.085767752775,6379.0285892509255,RP,[0.001 0.001],0.1,0.01,12758.057178501851,500000.0,47.9359610391039,Heinz2001,Heinz2001,40.0,40.0,30.0,[189.78252671],25.01424612895385,phase
68,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",19137.085767752775,6379.0285892509255,RP,[0.001 0.001],0.1,0.01,12758.057178501851,500000.0,57.9359610391039,Heinz2001,Heinz2001,40.0,40.0,40.0,[57.95905311],27.06131634065068,phase
69,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",21149.94691814202,7049.98230604734,RP,[0.001 0.001],0.1,0.01,14099.96461209468,500000.0,37.93628841703492,Heinz2001,Heinz2001,40.0,40.0,20.0,[101.11509493],28.808729680002873,phase
70,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",21149.94691814202,7049.98230604734,RP,[0.001 0.001],0.1,0.01,14099.96461209468,500000.0,47.93628841703492,Heinz2001,Heinz2001,40.0,40.0,30.0,[271.1290684],27.619252379310563,phase
71,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",21149.94691814202,7049.98230604734,RP,[0.001 0.001],0.1,0.01,14099.96461209468,500000.0,57.93628841703492,Heinz2001,Heinz2001,40.0,40.0,40.0,[359.45251898],29.884168779084888,phase
